,217k,225k,232k,235k,237k,AVG
"High School Physics Stderr (Base: 0.035, +2.8%)",-5.90267253120584,10.41348104321755,-0.4853561320975361,4.884725829598173,4.884725829598153,2.7589808078220996
"College Medicine (Base: 0.242, +2.7%)",-9.225700164744636,40.93904448105438,-4.448105436573303,-16.392092257001632,2.7182866556836958,2.7182866556837006
"College Physics Stderr (Base: 0.042, +2.7%)",-2.2082872403287395,14.95490423479696,3.6189503961532323,-0.6373461743602992,-2.208287240328723,2.7039867951864855
"Global Facts (Base: 0.254, +2.4%)",-29.076086956521728,-5.434782608695642,45.78804347826089,-29.076086956521728,30.027173913043505,2.4456521739130594
"High School Psychology Stderr (Base: 0.018, +2.4%)",-6.003196017672808,12.370281295296758,-3.177719758329879,10.745872545118184,-1.9977369443616424,2.3875002240101226
"Sociology Stderr (Base: 0.030, +2.3%)",1.8717325926050303,1.8717325926049848,4.288615300527732,3.113240098530208,0.5616434566762576,2.341392808188843
"High School European History Stderr (Base: 0.033, +2.3%)",-3.358791114503797,1.1157993216194988,5.6102768244167605,2.714177187443976,5.6102768244167605,2.33834780867864
"High School Biology Stderr (Base: 0.024, +2.3%)",-11.63430013905436,9.13403014140433,2.704184018070603,9.430415930708143,1.8522245308226197,2.297310896390267
"High School Statistics Stderr (Base: 0.028, +2.2%)",-10.950378256976919,23.41801548837939,5.117887472606656,-7.756225130540827,1.3334761032051505,2.2325551353346897
"High School Mathematics (Base: 0.249, +2.0%)",-12.25641025641025,5.589743589743589,7.076923076923079,4.1025641025641,5.589743589743589,2.0205128205128218
"Clinical Knowledge Stderr (Base: 0.026, +2.0%)",-3.42738659143013,6.83777442615954,2.4961130036741377,7.5985046332765345,-3.427386591430104,2.0155237760499958
"High School Chemistry Stderr (Base: 0.030, +1.6%)",-14.458510901052174,5.4915363983029115,4.331623202995678,5.4915363983029115,7.1142880931143235,1.59409463833273
"College Biology Stderr (Base: 0.036, +1.5%)",1.991843773045123,1.991843773045123,1.1145056234838122,1.1145056234838122,1.1145056234838122,1.4654408833083366
"Anatomy Stderr (Base: 0.037, +1.4%)",-12.319047936324427,-1.9088459490467409,9.314900021399176,2.2036367380825244,9.941039546638168,1.44633648414974
"Electrical Engineering Stderr (Base: 0.036, +1.4%)",-0.23588188441084745,-1.1810503888695163,3.213026673858927,-0.23588188441080898,5.473700227359717,1.4067825487054944
"Logical Fallacies (Base: 0.257, +1.4%)",-13.932399010717237,-9.150865622423757,21.929101401483923,-9.150865622423757,17.14756801319042,1.3685078318219186
"International Law Stderr (Base: 0.039, +1.3%)",0.37855711367620287,4.486145892877639,8.642275888370236,-19.220575373180353,12.34989688407579,1.327260081163903
"College Mathematics Stderr (Base: 0.043, +1.3%)",-3.9136591653630792,9.104799148973832,-5.6377140599784115,4.732573211566661,2.1501709790373864,1.287234022847278
"High School Us History Stderr (Base: 0.030, +1.3%)",0.3739303224321008,1.0214487395287837,1.0214487395287721,2.2663218081358765,1.6521421385904578,1.267058349643198
"Nutrition Stderr (Base: 0.025, +1.2%)",-2.9050710309750243,5.863429794103067,-2.410554248962718,4.437963827270175,0.8233059709350627,1.1618148624741125
"Business Ethics Stderr (Base: 0.043, +1.0%)",6.796899971271199,-5.076838988873518,5.749219922175981,-0.4683013247105375,-1.9250083796613475,1.0151942400403553
"Professional Law (Base: 0.249, +0.8%)",-1.4778769036676547,-3.0458682526809113,1.6581057943588355,-1.7392087951698678,8.452734973416243,0.7695773632513291
"High School Macroeconomics Stderr (Base: 0.021, +0.8%)",-4.218300534866599,13.61372575301625,-1.70266808877909,-0.5184206475784303,-3.35730700178991,0.763405896000444
"High School Mathematics Stderr (Base: 0.026, +0.7%)",-4.292065765847711,1.961548280910309,2.4187691760893766,1.4950184521241072,1.961548280910309,0.7089636848372782
"College Medicine Stderr (Base: 0.032, +0.7%)",-2.775716811217853,11.325460126082424,-0.9916361999073133,-5.661355307508045,1.4897005888387482,0.6772904792575922
"Moral Scenarios (Base: 0.250, +0.4%)",-4.7200370198981885,9.146999845750429,-1.5887706308807616,0.2005244485577793,-1.1414468610211292,0.37945395650162583
"Human Sexuality (Base: 0.245, +0.3%)",-6.552094522019339,15.252416756176162,-3.4371643394199785,2.7926960257787203,-6.552094522019339,0.30075187969924483
"Global Facts Stderr (Base: 0.043, +0.3%)",-10.325417824534853,-0.31298309989570644,12.693098460991683,-10.325417824534853,9.754049847586604,0.2966659119225749
"Human Sexuality Stderr (Base: 0.038, +0.3%)",-1.994661068563857,5.000945437564167,-0.8690501299094812,1.2507918701354088,-1.994661068563857,0.27867300813247614
"Professional Law Stderr (Base: 0.011, +0.3%)",-0.45474493914753045,-0.9943404435451485,0.5913769689969121,-0.5439031665321096,2.7122636781684495,0.26213041958811456
"Logical Fallacies Stderr (Base: 0.034, +0.3%)",-4.728436036404423,-2.891557519939117,6.488885825170816,-2.891557519939117,5.30782654039693,0.25703225785701794
"Moral Scenarios Stderr (Base: 0.014, +0.1%)",-1.5769214187696792,2.9201388954105307,-0.48737487222574066,0.11524752241089728,-0.3353740171902094,0.12714322192715977
"High School World History Stderr (Base: 0.028, +0.1%)",2.204674998597615,-4.732392434780556,0.641934125599921,0.6419341255999946,1.6957074525189866,0.0903716535071922
"Elementary Mathematics (Base: 0.250, +0.1%)",-18.53338197738051,6.858810653046353,0.5107624954396398,4.742794600510782,6.858810653046353,0.08755928493252334
"Elementary Mathematics Stderr (Base: 0.022, +0.1%)",-6.759740789003649,2.441383060596135,0.4222348637794894,1.7875264736955814,2.441383060596088,0.06655733393272874
"High School World History (Base: 0.254, +-0.0%)",6.300114547537221,-13.631156930125995,1.3172966781214306,1.3172966781214306,4.63917525773195,-0.011454753722792432
"High School Geography Stderr (Base: 0.030, +-0.1%)",-8.83487379922318,9.130257747182243,0.5674370830197584,-4.222888674580283,2.691817356295325,-0.13365005746122732
"Moral Disputes Stderr (Base: 0.023, +-0.4%)",0.023045555913451837,-5.100377179670114,3.9560370239303118,-6.048070415872699,5.222327360849179,-0.3894075309699742
"Professional Accounting Stderr (Base: 0.026, +-0.4%)",-2.6411164146482924,2.1421145450977668,-3.1705926486692433,-1.1104540187056893,2.572147042554598,-0.441580298874172
"Marketing Stderr (Base: 0.028, +-0.5%)",4.4496869124647525,-8.173222015637876,-0.23416626092612877,0.33594278050238086,0.8931670781211938,-0.5457183010951356
"Conceptual Physics Stderr (Base: 0.028, +-0.6%)",2.726001288729089,-6.255272058668602,3.2222876713466633,4.180007203520555,-6.967698952112766,-0.6189349694370121
"Moral Disputes (Base: 0.250, +-0.7%)",-0.6770211071286295,-14.536041417761838,12.027080844285155,-16.845878136200707,16.64675428116289,-0.6770211071286255
"Public Relations Stderr (Base: 0.042, +-0.7%)",-0.6770313840271915,-3.281794422429841,-3.281794422429824,9.745522304127176,-6.1461035524322725,-0.7282402954383906
"High School Geography (Base: 0.239, +-0.7%)",-23.96212672978878,28.841951930080118,-0.728332119446461,-13.401310997814997,5.608157319737813,-0.7283321194464613
"Prehistory Stderr (Base: 0.024, +-0.9%)",-5.447571768268246,-4.01461768073012,2.90488500844262,-2.6492179226161436,4.589082230696855,-0.9234880264950067
"Jurisprudence Stderr (Base: 0.042, +-0.9%)",1.0737025022948132,-5.574879735372247,-2.7200774197789177,5.316386844030462,-2.7200774197789177,-0.9249890457209613
"Professional Psychology Stderr (Base: 0.018, +-1.0%)",-0.5459029762310754,-4.856895228782814,2.566424393639592,-5.116362291735975,3.140434759441694,-0.9624602687337156
"Miscellaneous Stderr (Base: 0.016, +-1.0%)",-2.438746257727429,1.7121833800797834,0.13669560400796724,-6.508969951893828,1.8637639398177956,-1.047014657143142
"College Computer Science Stderr (Base: 0.042, +-1.1%)",3.041465941146083,11.004564707058348,-1.4242626339497395,-22.670829477494244,4.379190991691189,-1.1339740943096728
"High School Computer Science Stderr (Base: 0.043, +-1.2%)",1.3618410254080033,-8.168185864472257,5.103969343825425,-14.182968388833924,10.069812140741087,-1.1631063486663333
"Abstract Algebra Stderr (Base: 0.044, +-1.4%)",-6.7425799605215095,-6.7425799605215095,5.892596119041661,-5.1540381172265946,5.892596119041661,-1.3708011600372583
"Professional Accounting (Base: 0.250, +-1.4%)",-7.914020517830952,6.253053248656591,-9.33072789447971,-3.6638983878846934,7.669760625305348,-1.3971665852466832
"Econometrics Stderr (Base: 0.041, +-1.5%)",-0.7037293011699761,-1.927735130190405,0.4646228882903157,-4.551368900015438,-0.703729301169925,-1.4843879488510858
"College Computer Science (Base: 0.238, +-1.5%)",5.2249637155297695,34.68795355587811,-7.402031930333802,-49.492017416545714,9.433962264150964,-1.5094339622641357
"High School Computer Science (Base: 0.246, +-1.6%)",1.6830294530154173,-22.72089761570828,13.884992987377279,-34.92286115007013,34.221598877980355,-1.5708274894810728
"Marketing (Base: 0.252, +-1.6%)",13.625730994152036,-21.98830409356726,-1.6374269005847955,0.0584795321637364,1.7543859649122684,-1.6374269005848023
"Philosophy Stderr (Base: 0.024, +-1.6%)",-9.576465361197215,-0.6898002705696029,-3.5417339937633283,-0.6898002705696029,6.286215423726505,-1.6423168944746487
"Medical Genetics Stderr (Base: 0.044, +-1.8%)",5.75223112348621,-1.4419032270238956,-4.404261379311496,-1.4419032270239116,-7.691884945935214,-1.8455443311616613
"High School Microeconomics Stderr (Base: 0.028, +-2.2%)",-4.623241286783067,1.8511972569646027,-3.2124473565490996,-1.208538898824647,-3.910143686089894,-2.220634794256421
"Conceptual Physics (Base: 0.255, +-2.4%)",6.605399195864445,-18.380241240666287,8.27110855829983,11.602527283170598,-20.045950603101673,-2.3894313612866176
"Professional Psychology (Base: 0.252, +-2.5%)",-1.9480519480519412,-13.636363636363633,7.792207792207787,-14.28571428571428,9.74025974025975,-2.4675324675324637
"Public Relations (Base: 0.257, +-2.5%)",-4.628501827040195,-11.693057247259443,-11.693057247259443,34.22655298416565,-18.75761266747869,-2.5091352009744243
"Prehistory (Base: 0.256, +-2.7%)",-15.662650602409634,-12.048192771084327,8.433734939759052,-8.43373493975903,14.457831325301226,-2.6506024096385428
"Jurisprudence (Base: 0.253, +-2.7%)",2.395964691046649,-15.889029003783103,-8.575031525851202,17.023959646910455,-8.575031525851202,-2.7238335435056804
"Computer Security Stderr (Base: 0.044, +-2.8%)",3.4451940045053884,-11.48676101163681,-0.23787517266440272,-11.48676101163681,5.578309022604957,-2.8375788337655354
"Us Foreign Policy Stderr (Base: 0.043, +-3.1%)",4.817833580327496,2.398229885180675,-4.91475969550034,-18.996616654306944,1.085892857584948,-3.121884005342833
"Miscellaneous (Base: 0.257, +-3.2%)",-7.621168008220576,4.795341668093851,-0.17126220243191553,-18.051036136324704,5.2920020551464475,-3.1512245247473794
"World Religions Stderr (Base: 0.033, +-3.3%)",7.418888106769388,-15.733691294637536,2.476613312714739,-15.733691294637545,5.115928110918898,-3.291190611774411
"Abstract Algebra (Base: 0.261, +-3.5%)",-19.55085865257594,-19.55085865257594,18.758256274768854,-15.719947159841457,18.758256274768854,-3.461030383091125
"Virology Stderr (Base: 0.034, +-4.7%)",2.4133470326570863,-9.736034469016307,0.9934654181084267,-9.736034469016307,-7.654987361180088,-4.744048769689437
"Econometrics (Base: 0.253, +-5.0%)",-2.8708133971291803,-6.339712918660282,0.5980861244019318,-13.277511961722482,-2.8708133971291803,-4.952153110047838
"Machine Learning Stderr (Base: 0.041, +-5.0%)",7.1208117270166325,-13.261332735055682,-2.4268401018718326,-15.122095390108523,-1.147919279631626,-4.967475155930206
"Philosophy (Base: 0.251, +-5.0%)",-25.57522123893805,-3.7610619469026476,-11.460176991150437,-3.7610619469026476,19.33628318584072,-5.044247787610613
"Medical Genetics (Base: 0.255, +-5.8%)",17.726657645466844,-5.818673883626525,-13.667117726657644,-5.818673883626525,-21.515561569688764,-5.818673883626523
"Us Foreign Policy (Base: 0.244, +-6.6%)",14.68926553672319,6.4971751412429555,-13.983050847457617,-42.6553672316384,2.401129943502839,-6.610169491525407
"Computer Security (Base: 0.255, +-6.7%)",9.72972972972976,-29.459459459459445,-2.02702702702701,-29.459459459459445,17.567567567567586,-6.72972972972971
"World Religions (Base: 0.257, +-7.2%)",22.823529411764714,-38.588235294117645,4.627450980392163,-38.588235294117645,13.725490196078438,-7.199999999999994
"High School Microeconomics (Base: 0.241, +-8.3%)",-14.603365384615394,2.824519230769228,-11.11778846153847,-5.889423076923082,-12.860576923076927,-8.329326923076929
"Human Aging Stderr (Base: 0.029, +-10.3%)",7.4770937821289785,-29.563122560223526,5.716547875126218,-28.228282656875763,-7.052559072621259,-10.330064526493071
"Machine Learning (Base: 0.254, +-12.2%)",22.881355932203398,-33.29297820823244,-8.716707021791757,-36.80387409200968,-5.205811138014519,-12.227602905568999
"Virology (Base: 0.263, +-13.9%)",5.288082083662214,-26.756116811365416,0.7103393843725593,-26.756116811365416,-22.17837411207576,-13.938437253354362
"Human Aging (Base: 0.266, +-23.1%)",18.09191390343223,-61.19837114601512,11.34380453752182,-59.51134380453752,-24.083769633507856,-23.07155322862129
