,510k,517k,520k,532k,577k,AVG
"Elementary Mathematics Stderr (Base: 0.022, +2.0%)",2.441383060596135,2.441383060596088,0.0686310534012492,2.441383060596088,2.441383060596135,1.966832659157139
"High School Mathematics Stderr (Base: 0.026, +1.7%)",1.0190507172535386,1.961548280910309,1.4950184521240808,1.961548280910309,1.961548280910309,1.6797428024217094
"Us Foreign Policy (Base: 0.244, +1.6%)",6.4971751412429555,2.401129943502839,-9.887005649717501,2.401129943502839,6.4971751412429555,1.5819209039548177
"High School Us History Stderr (Base: 0.030, +1.5%)",1.0214487395287837,1.6521421385904578,2.2663218081357965,1.6521421385904578,1.0214487395287837,1.522700712874856
"Sociology Stderr (Base: 0.030, +1.5%)",3.113240098530208,1.8717325926049848,0.5616434566762576,0.5616434566762576,1.2254238871226462,1.4667366983220709
"Formal Logic Stderr (Base: 0.037, +1.4%)",15.766089613104095,-13.954899976150244,3.5619225078893932,-13.954899976150244,15.766089613104075,1.436860356359415
"Professional Accounting (Base: 0.250, +1.4%)",-3.6638983878846934,7.669760625305348,-0.8304836345871803,7.669760625305348,-3.6638983878846934,1.4362481680508261
"Logical Fallacies Stderr (Base: 0.034, +1.4%)",-2.891557519939117,7.046715130814107,0.44481288830428967,5.30782654039693,-2.891557519939117,1.4032479039274186
"Nutrition Stderr (Base: 0.025, +1.3%)",5.517064417954437,-3.4080875502518406,-1.9244086319935807,0.8233059709350627,5.517064417954437,1.304987724919703
"High School Computer Science Stderr (Base: 0.043, +1.3%)",-8.168185864472257,10.069812140741087,2.677760521220553,10.069812140741087,-8.168185864472257,1.2962026147516426
"College Biology Stderr (Base: 0.036, +1.2%)",1.991843773045123,-1.7219540120574872,1.991843773045123,1.1145056234838122,2.8365894609590705,1.2425657236951284
"Moral Scenarios Stderr (Base: 0.014, +0.9%)",2.9201388954105307,-0.3353740171902094,-0.6402794045344364,-0.3353740171902094,2.9201388954105307,0.9058500703812413
"Moral Disputes Stderr (Base: 0.023, +0.9%)",-5.100377179670114,5.222327360849179,4.280487480355169,5.222327360849179,-5.100377179670114,0.9048775685426597
"Professional Law (Base: 0.249, +0.9%)",-2.00054068667207,8.452734973416243,-8.272506082725062,8.452734973416243,-2.261872578174283,0.8741101198522143
"Electrical Engineering Stderr (Base: 0.036, +0.9%)",-1.1810503888695163,5.473700227359717,-4.231192556232034,5.473700227359717,-1.1810503888695163,0.8708214241496736
"Human Sexuality Stderr (Base: 0.038, +0.9%)",5.000945437564167,-1.994661068563857,-0.8690501299094812,-1.994661068563857,4.121753575601572,0.8528653492257087
"Us Foreign Policy Stderr (Base: 0.043, +0.7%)",2.398229885180675,1.085892857584948,-3.295082860782947,1.085892857584948,2.398229885180675,0.7346325249496599
"Professional Accounting Stderr (Base: 0.026, +0.6%)",-1.1104540187056893,2.572147042554598,-0.13668226497139604,2.572147042554598,-1.1104540187056893,0.5573407565452841
"Global Facts Stderr (Base: 0.043, +0.5%)",-14.429155623700787,9.754049847586622,7.9522193763111595,9.754049847586604,-10.325417824534853,0.5411491246497491
"International Law (Base: 0.258, +0.4%)",-45.64498346196251,43.88092613009924,5.512679162072773,43.88092613009924,-45.64498346196251,0.39691289966924614
"Professional Law Stderr (Base: 0.011, +0.2%)",-0.6333700181449686,2.7122636781684495,-2.8754231524266136,2.7122636781684495,-0.7231463283705324,0.2385175714789569
"Prehistory (Base: 0.256, +0.0%)",-12.048192771084327,14.457831325301226,-3.6144578313252964,14.457831325301226,-13.253012048192767,1.2434497875801753e-14
"Prehistory Stderr (Base: 0.024, +-0.1%)",-4.01461768073012,4.589082230696855,-0.9289616196105093,4.589082230696855,-4.4846158116889345,-0.05000613012717068
"Abstract Algebra Stderr (Base: 0.044, +-0.3%)",-6.7425799605215095,5.892596119041661,0.4298322759717565,5.892596119041661,-6.7425799605215095,-0.254027081397588
"Abstract Algebra (Base: 0.261, +-0.4%)",-19.55085865257594,18.758256274768854,-0.3963011889035378,18.758256274768854,-19.55085865257594,-0.3963011889035421
"Econometrics Stderr (Base: 0.041, +-0.7%)",-1.927735130190405,-1.9277351301903027,1.5792418206949206,-0.703729301169925,-0.703729301169891,-0.7367374084051206
"Professional Psychology Stderr (Base: 0.018, +-0.8%)",-5.116362291735975,1.5745603574960714,0.32465880725155927,3.140434759441694,-3.840802402780223,-0.7835021540653746
"Computer Security (Base: 0.255, +-1.2%)",-29.459459459459445,17.567567567567586,17.567567567567586,17.567567567567586,-29.459459459459445,-1.2432432432432265
"Computer Security Stderr (Base: 0.044, +-1.2%)",-11.48676101163681,5.578309022604957,5.578309022604957,5.578309022604957,-11.48676101163681,-1.2477189910917499
"Miscellaneous Stderr (Base: 0.016, +-1.4%)",-7.138211806529486,1.8637639398177956,4.012146601332999,1.8637639398177956,-7.564722426033856,-1.3926519503189503
"High School World History Stderr (Base: 0.028, +-1.5%)",-7.485619767847293,2.204674998597615,3.662000333872948,1.6957074525189866,-7.485619767847293,-1.4817713501410075
"Public Relations Stderr (Base: 0.042, +-1.8%)",-1.948310731948284,-6.1461035524322725,9.745522304127176,-6.1461035524322725,-4.680093054130666,-1.8350177173632638
"Medical Genetics Stderr (Base: 0.044, +-1.9%)",-0.073534234653802,-0.073534234653802,1.2237506520256236,-7.691884945935214,-2.884361024917041,-1.899912757626847
"International Law Stderr (Base: 0.039, +-2.0%)",-19.220575373180353,12.34989688407579,3.5280254933411124,12.34989688407579,-19.220575373180353,-2.0426662969736027
"Professional Psychology (Base: 0.252, +-2.1%)",-14.28571428571428,4.545454545454551,0.649350649350647,9.74025974025975,-11.038961038961032,-2.0779220779220724
"Marketing Stderr (Base: 0.028, +-2.6%)",-8.935592852026549,1.9698014809370858,1.4377189700995172,0.8931670781211938,-8.173222015637876,-2.561625467701325
"Business Ethics Stderr (Base: 0.043, +-2.6%)",-5.076838988873518,-1.9250083796613475,0.9135850416517233,-1.9250083796613475,-5.076838988873518,-2.6180219390836017
"Jurisprudence Stderr (Base: 0.042, +-2.7%)",-5.574879735372247,-2.7200774197789177,3.3051789813853225,-2.7200774197789177,-5.574879735372247,-2.656947065783401
"Econometrics (Base: 0.253, +-2.9%)",-6.339712918660282,-6.339712918660282,4.066985645933022,-2.8708133971291803,-2.8708133971291803,-2.8708133971291803
"World Religions Stderr (Base: 0.033, +-3.1%)",-10.970136677991283,8.451053610229788,-4.842263476464969,5.115928110918898,-13.27705589713181,-3.104494866087875
"Miscellaneous (Base: 0.257, +-3.3%)",-19.54101729748244,5.2920020551464475,12.74190786093511,5.2920020551464475,-20.53433807158759,-3.349888679568406
"High School World History (Base: 0.254, +-3.7%)",-20.274914089347078,6.300114547537221,11.282932416953033,4.63917525773195,-20.274914089347078,-3.6655211912943906
"Conceptual Physics Stderr (Base: 0.028, +-3.8%)",-4.876824380154017,-8.440764270573329,6.785252336597555,-6.967698952112766,-5.55842802359762,-3.8116926579680355
"Public Relations (Base: 0.257, +-5.3%)",-8.16077953714982,-18.75761266747869,34.22655298416565,-18.75761266747869,-15.225334957369066,-5.334957369062122
"Virology Stderr (Base: 0.034, +-5.5%)",-9.736034469016307,-7.654987361180088,6.130721931197778,-7.654987361180088,-8.679178136907765,-5.518893079417294
"Medical Genetics (Base: 0.255, +-6.6%)",-1.8944519621109601,-1.8944519621109601,2.0297699594046046,-21.515561569688764,-9.74289580514208,-6.6035182679296325
"Machine Learning Stderr (Base: 0.041, +-6.7%)",-15.122095390108523,-1.147919279631626,-1.1479192796316429,-1.147919279631626,-15.122095390108523,-6.7375897238223885
"Marketing (Base: 0.252, +-7.1%)",-23.684210526315788,5.146198830409354,3.450292397660822,1.7543859649122684,-21.98830409356726,-7.064327485380121
"World Religions (Base: 0.257, +-7.7%)",-29.490196078431367,27.37254901960785,-15.843137254901956,13.725490196078438,-34.0392156862745,-7.654901960784308
"Human Aging Stderr (Base: 0.029, +-7.8%)",-24.45058657215208,6.62068894850982,11.380165958626199,-7.052559072621259,-25.673964902638524,-7.835251128055168
"Jurisprudence (Base: 0.253, +-7.8%)",-15.889029003783103,-8.575031525851202,9.709962168978564,-8.575031525851202,-15.889029003783103,-7.8436317780580085
"Business Ethics (Base: 0.247, +-8.5%)",-14.944134078212295,-6.843575418994412,1.2569832402234618,-6.843575418994412,-14.944134078212295,-8.46368715083799
"Conceptual Physics (Base: 0.255, +-10.7%)",-15.048822515795518,-23.37736932797243,21.596783457782884,-20.045950603101673,-16.714531878230904,-10.71797817346353
"Virology (Base: 0.263, +-15.3%)",-26.756116811365416,-22.17837411207576,19.021310181531202,-22.17837411207576,-24.467245461720584,-15.31176006314126
"Human Aging (Base: 0.266, +-16.7%)",-54.450261780104704,14.717859220477013,36.64921465968586,-24.083769633507856,-56.13728912158231,-16.660849331006396
"Machine Learning (Base: 0.254, +-17.8%)",-36.80387409200968,-5.205811138014519,-5.205811138014519,-5.205811138014519,-36.80387409200968,-17.845036319612582
