run_type,checkpoint_type,step,ppl,mmlu_overall,mmlu_humanities,mmlu_stem,mmlu_social_sciences,mmlu_other
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,350000,,0.26542,0.24272,0.2699,0.30614,0.25491
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,355000,,0.26585,0.24251,0.27498,0.30647,0.25169
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,360000,,0.26855,0.2423,0.27942,0.30679,0.25941
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,365000,,0.26691,0.24357,0.27402,0.30907,0.2533
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,370000,,0.2657,0.24166,0.27624,0.30744,0.25008
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,375000,,0.26293,0.24315,0.2718,0.30094,0.24622
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,380000,,0.2583,0.24293,0.26039,0.29769,0.24042
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,385000,,0.26378,0.24145,0.27593,0.30062,0.24879
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,390000,,0.26542,0.24187,0.27688,0.30614,0.24911
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,395000,,0.26528,0.24506,0.27656,0.30387,0.24622
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,400000,,0.26414,0.24485,0.26895,0.30192,0.25105
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,405000,,0.26492,0.24293,0.27117,0.30647,0.25072
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,415000,,0.26143,0.23762,0.27307,0.30289,0.24461
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,420000,,0.26406,0.24442,0.27244,0.30809,0.24171
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,425000,,0.26428,0.23762,0.27212,0.30679,0.25459
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,440000,,0.26727,0.24272,0.27942,0.30744,0.25233
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,445000,,0.26207,0.24017,0.26705,0.30809,0.24461
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,450000,,0.2662,0.24081,0.27561,0.30907,0.25266
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,455000,,0.26656,0.24081,0.27942,0.30744,0.25201
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,460000,,0.26549,0.2457,0.27117,0.30387,0.25169
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,465000,,0.26357,0.24442,0.26958,0.30322,0.24718
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,470000,,0.26755,0.24315,0.27593,0.31069,0.2533
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,475000,,0.26606,0.23996,0.27688,0.30874,0.25233
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,480000,,0.26634,0.24208,0.27371,0.31004,0.25233
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,485000,,0.2662,0.23889,0.27846,0.30939,0.25233
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,490000,,0.26763,0.23889,0.28227,0.31069,0.25362
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,495000,,0.2662,0.23826,0.27751,0.30939,0.25426
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,500000,,0.26755,0.23953,0.28354,0.31004,0.25169
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,505000,,0.26492,0.23719,0.28005,0.30939,0.24751
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,515000,,0.26613,0.24123,0.27878,0.30744,0.25008
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,525000,,0.26677,0.24166,0.27751,0.31069,0.2504
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,530000,,0.26371,0.23932,0.27244,0.30387,0.25201
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,535000,,0.26186,0.23804,0.27022,0.30419,0.24751
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,545000,,0.26371,0.24166,0.27149,0.30387,0.24944
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,550000,,0.26058,0.24272,0.26388,0.29639,0.24879
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,555000,,0.26471,0.24315,0.27149,0.30289,0.25266
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,565000,,0.26335,0.24527,0.26356,0.30257,0.25169
pretraining_logs_lr_001_OPTIMIZED_clean_restart_v2,step,570000,,0.26328,0.2423,0.26895,0.29932,0.25362
